#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
  1.25625e+09     -99.7595
  1.25656e+09     -97.4736
  1.25688e+09     -99.4495
  1.25719e+09     -97.1788
   1.2575e+09      -96.298
  1.25781e+09      -96.255
  1.25812e+09     -95.8191
  1.25844e+09     -97.9759
  1.25875e+09     -96.6361
  1.25906e+09     -95.8538
  1.25938e+09     -93.8422
  1.25969e+09     -94.3874
     1.26e+09     -92.9616
  1.26031e+09     -94.9086
  1.26062e+09     -91.7926
  1.26094e+09     -92.6346
  1.26125e+09     -92.3854
  1.26156e+09     -92.9224
  1.26188e+09     -91.0261
  1.26219e+09      -91.201
   1.2625e+09     -91.4183
  1.26281e+09      -92.026
  1.26312e+09     -91.9954
  1.26344e+09     -91.9691
  1.26375e+09     -91.3136
  1.26406e+09     -92.3431
  1.26438e+09     -93.3236
  1.26469e+09      -92.393
    1.265e+09     -93.2172
  1.26531e+09     -92.4169
  1.26562e+09     -92.1132
  1.26594e+09     -92.2496
  1.26625e+09     -89.0224
  1.26656e+09     -88.0363
  1.26688e+09     -89.4549
  1.26719e+09     -91.1423
   1.2675e+09     -91.0103
  1.26781e+09      -91.732
  1.26812e+09     -92.7805
  1.26844e+09     -92.4285
  1.26875e+09     -91.0665
  1.26906e+09     -90.8429
  1.26938e+09     -93.1705
  1.26969e+09      -93.388
     1.27e+09     -91.7836
  1.27031e+09     -80.8452
  1.27062e+09     -85.5176
  1.27094e+09     -86.2351
  1.27125e+09     -86.4283
  1.27156e+09     -87.1385
  1.27188e+09     -87.7554
  1.27219e+09     -87.4041
   1.2725e+09     -87.7938
  1.27281e+09     -88.3615
  1.27312e+09     -89.6156
  1.27344e+09      -89.259
  1.27375e+09     -89.9325
  1.27406e+09     -89.7976
  1.27438e+09     -88.6172
  1.27469e+09     -90.6795
    1.275e+09     -89.9954
  1.27531e+09     -90.4928
  1.27562e+09     -90.1747
  1.27594e+09     -91.2541
  1.27625e+09     -92.4584
  1.27656e+09     -92.9639
  1.27688e+09      -93.864
  1.27719e+09     -95.1043
   1.2775e+09     -95.4889
  1.27781e+09     -98.1037
  1.27812e+09      -96.506
  1.27844e+09     -100.577
  1.27875e+09     -104.005
  1.27906e+09     -106.259
  1.27938e+09     -108.188
  1.27969e+09     -105.171
     1.28e+09      -105.75
  1.28031e+09     -112.748
  1.28062e+09     -104.541
  1.28094e+09      -100.49
